,address,coordinates
13462,"город Москва, Варшавское шоссе, дом 160",37.59524 55.582986
13472,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
13479,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
13481,"город Москва, проспект Вернадского, дом 86А",37.480993 55.663019
13493,"город Москва, Профсоюзная улица, дом 76",37.54356 55.66076
13498,"город Москва, Профсоюзная улица, дом 102, строение 1",37.526232 55.643658
13499,"город Москва, Ленинградский проспект, дом 62А",37.532098 55.801835
13502,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13545,"город Москва, Каширское шоссе, дом 7, корпус 1",37.628873 55.669513
13565,"город Москва, Ленинградский проспект, дом 4/2",37.582116 55.778735
13566,"город Москва, Ленинградский проспект, дом 4/2",37.582116 55.778735
13567,"город Москва, Ленинградский проспект, дом 33, корпус 3",37.560772 55.787001
13568,"город Москва, Ленинградский проспект, дом 75, корпус 1",37.512344 55.804951
13569,"город Москва, Ленинский проспект, дом 70/11",37.543318 55.687497
13570,"город Москва, Ленинский проспект, дом 70/11",37.543318 55.687497
13571,"город Москва, Ленинский проспект, дом 73/8",37.547405 55.688553
13572,"город Москва, Ленинский проспект, дом 77, корпус 1",37.543192 55.685782
13578,"город Москва, Ленинградский проспект, дом 65",37.519458 55.802993
13579,"город Москва, Ленинский проспект, дом 3",37.608185 55.726142
13580,"город Москва, Ленинский проспект, дом 39/1",37.582817 55.707451
13581,"город Москва, Ленинский проспект, дом 57",37.561544 55.696575
13584,"город Москва, проспект Мира, дом 175",37.659236 55.838364
13620,"город Москва, Профсоюзная улица, дом 2/22",37.572378 55.687477
13621,"город Москва, Профсоюзная улица, дом 13/12",37.566467 55.680554
13622,"город Москва, Профсоюзная улица, дом 15",37.565335 55.679509
13735,"город Москва, Ленинградский проспект, дом 69, строение 1",37.517716 55.802811
13736,"город Москва, Варшавское шоссе, дом 152, корпус 2",37.598339 55.591259
13755,"город Москва, Профсоюзная улица, дом 104",37.523456 55.64192
13756,"город Москва, Профсоюзная улица, дом 104",37.523456 55.64192
13757,"город Москва, Ленинский проспект, дом 119",37.488727 55.651516
13770,"город Москва, Варшавское шоссе, дом 141, корпус 11",37.601798 55.588415
13771,"город Москва, Варшавское шоссе, дом 141, корпус 11",37.601798 55.588415
13772,"город Москва, Варшавское шоссе, дом 141, корпус 10",37.602714 55.589198
13809,"город Москва, проспект Вернадского, дом 29",37.516449 55.681712
13810,"город Москва, Ленинский проспект, дом 2",37.611392 55.729524
13839,"город Москва, Варшавское шоссе, дом 83, строение 1",37.62051 55.655818
13841,"город Москва, Профсоюзная улица, дом 109",37.52156 55.633013
13842,"город Москва, Профсоюзная улица, дом 109",37.52156 55.633013
13853,"город Москва, Варшавское шоссе, дом 116",37.617195 55.633922
13864,"город Москва, проспект Вернадского, дом 41, строение 3",37.504564 55.674504
13865,"город Москва, проспект Вернадского, дом 123, строение 2",37.481397 55.655767
13915,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13916,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13919,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13920,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13940,"город Москва, проспект Мира, дом 224",37.670151 55.844571
13978,"город Москва, Каширское шоссе, дом 80",37.709093 55.624505
13979,"город Москва, Каширское шоссе, дом 80",37.709093 55.624505
13980,"город Москва, Каширское шоссе, дом 80",37.709093 55.624505
13981,"город Москва, Каширское шоссе, дом 57, корпус 4",37.696337 55.638211
13985,"город Москва, Каширское шоссе, дом 57, корпус 6",37.696858 55.638734
13987,"город Москва, Варшавское шоссе, дом 39",37.624085 55.684498
14000,"город Москва, проспект Мира, дом 26, строение 1",37.633068 55.77796
14023,"город Москва, проспект Мира, дом 122, корпус 1",37.640102 55.812368
14056,"город Москва, Варшавское шоссе, дом 56, строение 2",37.619854 55.666167
14057,"город Москва, Варшавское шоссе, дом 145, корпус 8",37.60257 55.578574
14064,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",37.631622 55.672016
14065,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",37.631622 55.672016
14066,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",37.631622 55.672016
14067,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",37.631622 55.672016
14068,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",37.631622 55.672016
14069,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",37.631622 55.672016
14070,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",37.631622 55.672016
14071,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",37.631622 55.672016
14133,"город Москва, проспект Мира, дом 102, корпус 1",37.636671 55.800595
14134,"город Москва, проспект Мира, дом 102, корпус 2",37.636715 55.801536
14173,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14174,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14175,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14176,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14177,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14178,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14179,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14180,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14181,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14185,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
14312,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
14346,"город Москва, проспект Вернадского, дом 86Б",37.481469 55.661684
14347,"город Москва, проспект Вернадского, дом 86Б",37.481469 55.661684
14348,"город Москва, проспект Вернадского, дом 86Б",37.481469 55.661684
14349,"город Москва, проспект Вернадского, дом 86Б, строение 1",37.480301 55.662237
14350,"город Москва, проспект Вернадского, дом 86Б, строение 1",37.480301 55.662237
14351,"город Москва, проспект Вернадского, дом 86Б, строение 1",37.480301 55.662237
14352,"город Москва, проспект Вернадского, дом 86Б, строение 1",37.480301 55.662237
14353,"город Москва, проспект Вернадского, дом 6",37.527956 55.691958
14354,"город Москва, проспект Вернадского, дом 6",37.527956 55.691958
14355,"город Москва, проспект Вернадского, дом 6",37.527956 55.691958
14367,"город Москва, Кутузовский проспект, дом 12, строение 1",37.5592 55.750788
14369,"город Москва, Кутузовский проспект, дом 88",37.449677 55.725595
14455,"город Москва, Ленинградский проспект, дом 31А, строение 1",37.559541 55.784233
14488,"город Москва, Варшавское шоссе, дом 170Г",37.591063 55.579653
14489,"город Москва, Варшавское шоссе, дом 170Г",37.591063 55.579653
14490,"город Москва, Варшавское шоссе, дом 170Г",37.591063 55.579653
14519,"город Москва, Варшавское шоссе, дом 125Ж, корпус 6",37.621444 55.622085
14571,"город Москва, Варшавское шоссе, дом 87Б",37.620698 55.653644
14584,"город Москва, Варшавское шоссе, дом 95, корпус 1",37.621938 55.640274
14585,"город Москва, Варшавское шоссе, дом 95, корпус 1",37.621938 55.640274
14604,"город Москва, Каширское шоссе, дом 19, корпус 2",37.63464 55.664588
14608,"город Москва, Варшавское шоссе, дом 148",37.602526 55.60102
14653,"город Москва, Варшавское шоссе, дом 152А",37.599157 55.594509
14654,"город Москва, Варшавское шоссе, дом 160",37.59524 55.582986
14655,"город Москва, Каширское шоссе, дом 26",37.64613 55.653314
14658,"город Москва, Каширское шоссе, дом 39Б",37.673573 55.647071
14659,"город Москва, Каширское шоссе, дом 14",37.627193 55.663745
14671,"город Москва, Варшавское шоссе, дом 26, строение 5",37.621543 55.683909
14672,"город Москва, Варшавское шоссе, дом 26, строение 5",37.621543 55.683909
14684,"город Москва, Варшавское шоссе, дом 26, строение 5",37.621543 55.683909
14746,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14747,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14748,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14749,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14750,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14751,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14752,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14753,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14754,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14755,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14756,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14757,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14758,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14767,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14768,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14769,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14770,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
14777,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
14778,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
14779,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
14783,"город Москва, Пресненская набережная, дом 4, строение 1",37.54294 55.748924
14784,"город Москва, Пресненская набережная, дом 4, строение 1",37.54294 55.748924
14785,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
14786,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
14787,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
14854,"город Москва, проспект Вернадского, дом 86А",37.480993 55.663019
14855,"город Москва, проспект Вернадского, дом 86А",37.480993 55.663019
14856,"город Москва, проспект Вернадского, дом 86А",37.480993 55.663019
14857,"город Москва, проспект Вернадского, дом 86А",37.480993 55.663019
14858,"город Москва, проспект Вернадского, дом 86А",37.480993 55.663019
14859,"город Москва, проспект Вернадского, дом 86А",37.480993 55.663019
14860,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14861,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14862,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14863,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14864,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14865,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14866,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14867,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14869,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14870,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14871,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14872,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14873,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14882,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14883,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
14886,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14887,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14888,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14889,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14890,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14891,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14892,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14893,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14894,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14895,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14896,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14897,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14898,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14899,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14900,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14901,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14902,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14903,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14904,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14905,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14906,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14907,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14908,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14909,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14910,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14911,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14912,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14913,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14914,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14915,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14916,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14917,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14918,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14919,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14920,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14921,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14922,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14923,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14924,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14925,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14926,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14927,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14928,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14929,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14930,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14931,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14932,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14933,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14934,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14935,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14936,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14937,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14938,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14939,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14940,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14941,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14942,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14943,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14944,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
14948,"город Москва, Ходынский бульвар, дом 2",37.536823 55.789391
14987,"город Москва, Варшавское шоссе, дом 141, корпус 12",37.604448 55.588649
14988,"город Москва, Ленинградский проспект, дом 36, строение 31",37.567392 55.787837
14989,"город Москва, Ленинградский проспект, дом 36, строение 33",37.566728 55.787371
14992,"город Москва, Варшавское шоссе, владение 132/2",37.608922 55.620316
14993,"город Москва, Варшавское шоссе, владение 132/2",37.608922 55.620316
15030,"город Москва, проспект Вернадского, дом 6",37.527956 55.691958
15037,"город Москва, Каширское шоссе, владение 57А",37.701304 55.634308
15049,"город Москва, Варшавское шоссе, дом 26, строение 5",37.621543 55.683909
15056,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
15058,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
15062,"город Москва, Ходынский бульвар, дом 20А",37.523204 55.790777
15076,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
15084,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
15090,"город Москва, Кутузовский проспект, дом 43",37.528855 55.73811
15091,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
15102,"город Москва, Ленинградский проспект, дом 62А",37.532098 55.801835
15112,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
15117,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
15122,"город Москва, Варшавское шоссе, дом 87Б",37.620698 55.653644
15136,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
15139,"город Москва, Ленинский проспект, дом 67",37.552732 55.691516
15140,"город Москва, Ленинградский проспект, дом 33, корпус 1",37.560475 55.786455
15148,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
15149,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
15151,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
15159,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
15162,"город Москва, Варшавское шоссе, дом 87Б",37.620698 55.653644
15167,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
15186,"город Москва, Ленинский проспект, дом 60/2",37.557682 55.695829
15187,"город Москва, проспект Мира, дом 40",37.633949 55.780203
15189,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
15191,"город Москва, Каширское шоссе, дом 14",37.627193 55.663745
15194,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
15195,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
15197,"город Москва, Варшавское шоссе, дом 87Б",37.620698 55.653644
15204,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
15212,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
15216,"город Москва, Варшавское шоссе, дом 87Б",37.620698 55.653644
15219,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
15221,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
15233,"город Москва, проспект Мира, дом 211, корпус 2",37.662093 55.845855
15237,"город Москва, Варшавское шоссе, дом 152А",37.599157 55.594509
15242,"город Москва, Ленинградский проспект, дом 62А",37.532098 55.801835
15246,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
15250,"город Москва, Ленинградский проспект, дом 62А",37.532098 55.801835
15253,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
15259,"город Москва, Кутузовский проспект, дом 57",37.476169 55.727927
15260,"город Москва, Пресненская набережная, дом 4, строение 1",37.54294 55.748924
15263,"город Москва, Ленинградский проспект, дом 31А, строение 1",37.559541 55.784233
15270,"город Москва, Варшавское шоссе, дом 26, строение 5",37.621543 55.683909
15292,"город Москва, Кутузовский проспект, дом 36, строение 23",37.526618 55.742884
15293,"город Москва, Кутузовский проспект, дом 36, строение 3",37.526286 55.740026
15308,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
15325,"город Москва, Ленинградский проспект, дом 80, корпус 17",37.511508 55.807951
15347,"город Москва, Профсоюзная улица, дом 142, корпус 1, строение 1",37.509334 55.625481
15350,"город Москва, Каширское шоссе, дом 96, корпус 1",37.7123 55.614922
15358,"город Москва, Варшавское шоссе, дом 87Б",37.620698 55.653644
15365,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
